new_image,new_species,new_parent_class,existing_image,existing_class,existing_split,phash_distance,dhash_distance,previous_classification,ahash_distance,aspect_ratio_delta,pixel_correlation,ssim,color_histogram_correlation,orb_ratio_matches,orb_ransac_inliers,orb_inlier_ratio,final_classification,evidence,near_duplicate_status
Non-Venomous/Banded Racer/03000025388_01_f.jpg,Banded Racer,Non-Venomous,train/Non_Venomous_Snake/03000025388_01_f.jpg,Non_Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.333008,0.999275,0.994669,0.998561,42,42,1.0,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3330; pixel_corr=0.9993; SSIM=0.9947; hist_corr=0.9986; ORB_good=42; ORB_inliers=42; ORB_inlier_ratio=1.0000,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Spectacled Cobra/cobra_042611-8.jpg,Spectacled Cobra,Venomous,train/Venomous_Snake/cobra_042611-8.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.518182,0.999422,0.998421,0.998065,5,4,0.8,POSSIBLE_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.5182; pixel_corr=0.9994; SSIM=0.9984; hist_corr=0.9981; ORB_good=5; ORB_inliers=4; ORB_inlier_ratio=0.8000,POSSIBLE_NEAR_DUPLICATE
Venomous/Spectacled Cobra/Cobra_False 9700_fcw.jpg,Spectacled Cobra,Venomous,train/Venomous_Snake/Cobra_False 9700_fcw.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.28,0.999773,0.998593,0.999636,92,91,0.98913,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.2800; pixel_corr=0.9998; SSIM=0.9986; hist_corr=0.9996; ORB_good=92; ORB_inliers=91; ORB_inlier_ratio=0.9891,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Spectacled Cobra/Cobra_Spectacled 4589_fcw.jpg,Spectacled Cobra,Venomous,train/Venomous_Snake/Cobra_Spectacled 4589_fcw.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.214063,0.999293,0.996663,0.999912,188,188,1.0,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.2141; pixel_corr=0.9993; SSIM=0.9967; hist_corr=0.9999; ORB_good=188; ORB_inliers=188; ORB_inlier_ratio=1.0000,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Spectacled Cobra/dscn2969.jpg,Spectacled Cobra,Venomous,train/Venomous_Snake/dscn2969.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.25,0.999631,0.996801,0.999317,1,0,0.0,POSSIBLE_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.2500; pixel_corr=0.9996; SSIM=0.9968; hist_corr=0.9993; ORB_good=1; ORB_inliers=0; ORB_inlier_ratio=0.0000,POSSIBLE_NEAR_DUPLICATE
Venomous/Spectacled Cobra/ee3e9db881e4fbdde1e5cd3568b7aaa1.jpg,Spectacled Cobra,Venomous,train/Venomous_Snake/ee3e9db881e4fbdde1e5cd3568b7aaa1.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.25,0.999842,0.998656,0.999053,94,85,0.904255,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.2500; pixel_corr=0.9998; SSIM=0.9987; hist_corr=0.9991; ORB_good=94; ORB_inliers=85; ORB_inlier_ratio=0.9043,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Spectacled Cobra/Events-4313-1024x577.jpg,Spectacled Cobra,Venomous,train/Venomous_Snake/Events-4313-1024x577.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.436523,0.999657,0.995118,0.999978,21,17,0.809524,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.4365; pixel_corr=0.9997; SSIM=0.9951; hist_corr=1.0000; ORB_good=21; ORB_inliers=17; ORB_inlier_ratio=0.8095,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Spectacled Cobra/f12e57eaac8a1ef7c70ae60dbfa2a8ca--king-cobra-snakes.jpg,Spectacled Cobra,Venomous,train/Venomous_Snake/f12e57eaac8a1ef7c70ae60dbfa2a8ca--king-cobra-snakes.jpg,Venomous_Snake,TRAIN,2,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.248408,0.998614,0.996727,0.999957,128,119,0.929688,CONFIRMED_NEAR_DUPLICATE,pHash=2; dHash=0; aHash=0; aspect_delta=0.2484; pixel_corr=0.9986; SSIM=0.9967; hist_corr=1.0000; ORB_good=128; ORB_inliers=119; ORB_inlier_ratio=0.9297,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Spectacled Cobra/f5f5410cbb701105a26085bc85090b0a--pretty-animals-reptiles-and-amphibians.jpg,Spectacled Cobra,Venomous,train/Venomous_Snake/f5f5410cbb701105a26085bc85090b0a--pretty-animals-reptiles-and-amphibians.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.33574,0.999786,0.99785,0.99919,15,10,0.666667,LIKELY_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3357; pixel_corr=0.9998; SSIM=0.9979; hist_corr=0.9992; ORB_good=15; ORB_inliers=10; ORB_inlier_ratio=0.6667,POSSIBLE_NEAR_DUPLICATE
"Venomous/Spectacled Cobra/flat,1000x1000,075,f.jpg",Spectacled Cobra,Venomous,"train/Venomous_Snake/flat,1000x1000,075,f.jpg",Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.333,0.999134,0.996745,0.999587,33,30,0.909091,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3330; pixel_corr=0.9991; SSIM=0.9967; hist_corr=0.9996; ORB_good=33; ORB_inliers=30; ORB_inlier_ratio=0.9091,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Spectacled Cobra/hqdefault.jpg,Spectacled Cobra,Venomous,train/Venomous_Snake/hqdefault (5).jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.25,0.999649,0.998312,0.99983,179,172,0.960894,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.2500; pixel_corr=0.9996; SSIM=0.9983; hist_corr=0.9998; ORB_good=179; ORB_inliers=172; ORB_inlier_ratio=0.9609,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Spectacled Cobra/hqdefault_001.jpg,Spectacled Cobra,Venomous,train/Venomous_Snake/hqdefault_001.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.25,0.999875,0.997528,0.999891,171,167,0.976608,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.2500; pixel_corr=0.9999; SSIM=0.9975; hist_corr=0.9999; ORB_good=171; ORB_inliers=167; ORB_inlier_ratio=0.9766,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Spectacled Cobra/hqdefault_003.jpg,Spectacled Cobra,Venomous,train/Venomous_Snake/hqdefault_003 (4).jpg,Venomous_Snake,TRAIN,0,1,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.25,0.99976,0.995822,0.999856,236,227,0.961864,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=1; aHash=0; aspect_delta=0.2500; pixel_corr=0.9998; SSIM=0.9958; hist_corr=0.9999; ORB_good=236; ORB_inliers=227; ORB_inlier_ratio=0.9619,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Spectacled Cobra/hqdefault_004.jpg,Spectacled Cobra,Venomous,train/Venomous_Snake/hqdefault_004 (3).jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.25,0.999338,0.997258,0.999842,234,231,0.987179,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.2500; pixel_corr=0.9993; SSIM=0.9973; hist_corr=0.9998; ORB_good=234; ORB_inliers=231; ORB_inlier_ratio=0.9872,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Spectacled Cobra/hqdefault_005.jpg,Spectacled Cobra,Venomous,validation/Venomous_Snake/hqdefault_005 (3).jpg,Venomous_Snake,VALIDATION,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.25,0.999963,0.998442,0.999931,267,260,0.973783,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.2500; pixel_corr=1.0000; SSIM=0.9984; hist_corr=0.9999; ORB_good=267; ORB_inliers=260; ORB_inlier_ratio=0.9738,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Spectacled Cobra/ika-80438-reptiles-snakes-cobra-indian-spectacled-cobra-naja-naja-CE8PWP.jpg,Spectacled Cobra,Venomous,validation/Venomous_Snake/ika-80438-reptiles-snakes-cobra-indian-spectacled-cobra-naja-naja-CE8PWP.jpg,Venomous_Snake,VALIDATION,0,1,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.370504,0.998596,0.997281,0.995352,14,13,0.928571,POSSIBLE_NEAR_DUPLICATE,pHash=0; dHash=1; aHash=0; aspect_delta=0.3705; pixel_corr=0.9986; SSIM=0.9973; hist_corr=0.9954; ORB_good=14; ORB_inliers=13; ORB_inlier_ratio=0.9286,POSSIBLE_NEAR_DUPLICATE
Venomous/Spectacled Cobra/image306.jpg,Spectacled Cobra,Venomous,train/Venomous_Snake/image306.jpg,Venomous_Snake,TRAIN,0,1,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.249428,0.99889,0.996448,0.99988,153,146,0.954248,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=1; aHash=0; aspect_delta=0.2494; pixel_corr=0.9989; SSIM=0.9964; hist_corr=0.9999; ORB_good=153; ORB_inliers=146; ORB_inlier_ratio=0.9542,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Spectacled Cobra/IMG_1494.jpg,Spectacled Cobra,Venomous,validation/Venomous_Snake/IMG_1494.jpg,Venomous_Snake,VALIDATION,0,1,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.095,0.999341,0.996395,0.999806,43,42,0.976744,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=1; aHash=0; aspect_delta=0.0950; pixel_corr=0.9993; SSIM=0.9964; hist_corr=0.9998; ORB_good=43; ORB_inliers=42; ORB_inlier_ratio=0.9767,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Spectacled Cobra/IMG_3067_1-5.jpg,Spectacled Cobra,Venomous,train/Venomous_Snake/IMG_3067_1-5.jpg,Venomous_Snake,TRAIN,0,1,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.333333,0.999591,0.99675,0.999814,23,20,0.869565,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=1; aHash=0; aspect_delta=0.3333; pixel_corr=0.9996; SSIM=0.9967; hist_corr=0.9998; ORB_good=23; ORB_inliers=20; ORB_inlier_ratio=0.8696,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Spectacled Cobra/IMG_3074_1.jpg,Spectacled Cobra,Venomous,train/Venomous_Snake/IMG_3074_1.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.333333,0.999798,0.997451,0.999315,22,19,0.863636,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3333; pixel_corr=0.9998; SSIM=0.9975; hist_corr=0.9993; ORB_good=22; ORB_inliers=19; ORB_inlier_ratio=0.8636,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Spectacled Cobra/IMG_3863-2.jpg,Spectacled Cobra,Venomous,train/Venomous_Snake/IMG_3863-2.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.357108,0.999184,0.995507,0.997885,3,0,0.0,POSSIBLE_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3571; pixel_corr=0.9992; SSIM=0.9955; hist_corr=0.9979; ORB_good=3; ORB_inliers=0; ORB_inlier_ratio=0.0000,POSSIBLE_NEAR_DUPLICATE
Venomous/Spectacled Cobra/IMG_5785.jpg,Spectacled Cobra,Venomous,train/Venomous_Snake/IMG_5785.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.333125,0.999661,0.995793,0.999526,15,14,0.933333,LIKELY_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3331; pixel_corr=0.9997; SSIM=0.9958; hist_corr=0.9995; ORB_good=15; ORB_inliers=14; ORB_inlier_ratio=0.9333,POSSIBLE_NEAR_DUPLICATE
Venomous/Spectacled Cobra/IMG_5793.preview.jpg,Spectacled Cobra,Venomous,train/Venomous_Snake/IMG_5793.preview.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.334375,0.999721,0.995558,0.999723,63,58,0.920635,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3344; pixel_corr=0.9997; SSIM=0.9956; hist_corr=0.9997; ORB_good=63; ORB_inliers=58; ORB_inlier_ratio=0.9206,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Spectacled Cobra/IMG_5971-2.jpg,Spectacled Cobra,Venomous,train/Venomous_Snake/IMG_5971-2.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.318699,0.999835,0.997081,0.999656,6,0,0.0,POSSIBLE_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3187; pixel_corr=0.9998; SSIM=0.9971; hist_corr=0.9997; ORB_good=6; ORB_inliers=0; ORB_inlier_ratio=0.0000,POSSIBLE_NEAR_DUPLICATE
Venomous/Spectacled Cobra/Indian Spectacled Cobra.jpg,Spectacled Cobra,Venomous,validation/Venomous_Snake/Indian Spectacled Cobra.jpg,Venomous_Snake,VALIDATION,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.246,0.999763,0.998329,0.999648,177,161,0.909605,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.2460; pixel_corr=0.9998; SSIM=0.9983; hist_corr=0.9996; ORB_good=177; ORB_inliers=161; ORB_inlier_ratio=0.9096,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Spectacled Cobra/indian-cobra-20569186.jpg,Spectacled Cobra,Venomous,train/Venomous_Snake/indian-cobra-20569186.jpg,Venomous_Snake,TRAIN,0,1,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.335556,0.999495,0.996849,0.998291,37,33,0.891892,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=1; aHash=0; aspect_delta=0.3356; pixel_corr=0.9995; SSIM=0.9968; hist_corr=0.9983; ORB_good=37; ORB_inliers=33; ORB_inlier_ratio=0.8919,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Spectacled Cobra/indian-cobra-asian-cobra-or-spectacled-cobra-naja-naja-in-a-snake-EB2R58.jpg,Spectacled Cobra,Venomous,train/Venomous_Snake/indian-cobra-asian-cobra-or-spectacled-cobra-naja-naja-in-a-snake-EB2R58.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.377698,0.999412,0.996785,0.998817,9,6,0.666667,POSSIBLE_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3777; pixel_corr=0.9994; SSIM=0.9968; hist_corr=0.9988; ORB_good=9; ORB_inliers=6; ORB_inlier_ratio=0.6667,POSSIBLE_NEAR_DUPLICATE
Venomous/Spectacled Cobra/indian-cobra-asian-cobra-or-spectacled-cobra-naja-naja-in-a-snake-eb2r58_001.jpg,Spectacled Cobra,Venomous,train/Venomous_Snake/indian-cobra-asian-cobra-or-spectacled-cobra-naja-naja-in-a-snake-eb2r58_001.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.359259,0.999454,0.997172,0.998495,48,44,0.916667,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3593; pixel_corr=0.9995; SSIM=0.9972; hist_corr=0.9985; ORB_good=48; ORB_inliers=44; ORB_inlier_ratio=0.9167,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Spectacled Cobra/indian-cobra-asian-cobra-or-spectacled-cobra-naja-naja-in-a-snake-EB2T9E.jpg,Spectacled Cobra,Venomous,validation/Venomous_Snake/indian-cobra-asian-cobra-or-spectacled-cobra-naja-naja-in-a-snake-EB2T9E.jpg,Venomous_Snake,VALIDATION,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.377698,0.999463,0.996698,0.99889,9,9,1.0,POSSIBLE_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3777; pixel_corr=0.9995; SSIM=0.9967; hist_corr=0.9989; ORB_good=9; ORB_inliers=9; ORB_inlier_ratio=1.0000,POSSIBLE_NEAR_DUPLICATE
Venomous/Spectacled Cobra/indian-cobra-asian-cobra-or-spectacled-cobra-naja-naja-pettigalawatta-DWNMJ8.jpg,Spectacled Cobra,Venomous,train/Venomous_Snake/indian-cobra-asian-cobra-or-spectacled-cobra-naja-naja-pettigalawatta-DWNMJ8.jpg,Venomous_Snake,TRAIN,0,1,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.376978,0.999811,0.997275,0.999189,10,8,0.8,POSSIBLE_NEAR_DUPLICATE,pHash=0; dHash=1; aHash=0; aspect_delta=0.3770; pixel_corr=0.9998; SSIM=0.9973; hist_corr=0.9992; ORB_good=10; ORB_inliers=8; ORB_inlier_ratio=0.8000,POSSIBLE_NEAR_DUPLICATE
Venomous/Spectacled Cobra/indian-cobra-back-hood.jpg,Spectacled Cobra,Venomous,train/Venomous_Snake/indian-cobra-back-hood.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.36036,0.999362,0.997378,0.999656,44,41,0.931818,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3604; pixel_corr=0.9994; SSIM=0.9974; hist_corr=0.9997; ORB_good=44; ORB_inliers=41; ORB_inlier_ratio=0.9318,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Spectacled Cobra/Indian-cobra-defending-eggs.jpg,Spectacled Cobra,Venomous,train/Venomous_Snake/Indian-cobra-defending-eggs.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.335385,0.999466,0.9982,0.999201,79,79,1.0,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3354; pixel_corr=0.9995; SSIM=0.9982; hist_corr=0.9992; ORB_good=79; ORB_inliers=79; ORB_inlier_ratio=1.0000,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Spectacled Cobra/Indian-cobra-defensive-posture.jpg,Spectacled Cobra,Venomous,train/Venomous_Snake/Indian-cobra-defensive-posture.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.347692,0.999272,0.997747,0.99958,37,35,0.945946,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3477; pixel_corr=0.9993; SSIM=0.9977; hist_corr=0.9996; ORB_good=37; ORB_inliers=35; ORB_inlier_ratio=0.9459,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Spectacled Cobra/indian-cobra-front_2.jpg,Spectacled Cobra,Venomous,validation/Venomous_Snake/indian-cobra-front_2.jpg,Venomous_Snake,VALIDATION,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.495161,0.999787,0.998498,0.999673,6,5,0.833333,POSSIBLE_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.4952; pixel_corr=0.9998; SSIM=0.9985; hist_corr=0.9997; ORB_good=6; ORB_inliers=5; ORB_inlier_ratio=0.8333,POSSIBLE_NEAR_DUPLICATE
Venomous/Spectacled Cobra/Indian-Cobra-Hood.jpg,Spectacled Cobra,Venomous,train/Venomous_Snake/Indian-Cobra-Hood.jpg,Venomous_Snake,TRAIN,2,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.333984,0.999823,0.997927,0.998854,88,81,0.920455,CONFIRMED_NEAR_DUPLICATE,pHash=2; dHash=0; aHash=0; aspect_delta=0.3340; pixel_corr=0.9998; SSIM=0.9979; hist_corr=0.9989; ORB_good=88; ORB_inliers=81; ORB_inlier_ratio=0.9205,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Spectacled Cobra/indian-cobra-or-spectacled-cobra-naja-naja-naja-asia-DXG9K2.jpg,Spectacled Cobra,Venomous,train/Venomous_Snake/indian-cobra-or-spectacled-cobra-naja-naja-naja-asia-DXG9K2.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.264615,0.999644,0.997812,0.997777,49,49,1.0,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.2646; pixel_corr=0.9996; SSIM=0.9978; hist_corr=0.9978; ORB_good=49; ORB_inliers=49; ORB_inlier_ratio=1.0000,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Spectacled Cobra/indian-cobra-or-spectacled-cobra-naja-naja-sri-lanka-hnb77m.jpg,Spectacled Cobra,Venomous,train/Venomous_Snake/indian-cobra-or-spectacled-cobra-naja-naja-sri-lanka-hnb77m.jpg,Venomous_Snake,TRAIN,0,1,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.357407,0.999659,0.996377,0.999523,72,69,0.958333,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=1; aHash=0; aspect_delta=0.3574; pixel_corr=0.9997; SSIM=0.9964; hist_corr=0.9995; ORB_good=72; ORB_inliers=69; ORB_inlier_ratio=0.9583,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Spectacled Cobra/indian-cobra-or-spectacled-cobra-naja-naja-sri-lanka-hnb77x.jpg,Spectacled Cobra,Venomous,train/Venomous_Snake/indian-cobra-or-spectacled-cobra-naja-naja-sri-lanka-hnb77x.jpg,Venomous_Snake,TRAIN,0,1,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.357407,0.999797,0.997516,0.998482,40,37,0.925,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=1; aHash=0; aspect_delta=0.3574; pixel_corr=0.9998; SSIM=0.9975; hist_corr=0.9985; ORB_good=40; ORB_inliers=37; ORB_inlier_ratio=0.9250,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Spectacled Cobra/indian-cobra-or-spectacled-cobra-naja-naja-sri-lanka-hnb78b.jpg,Spectacled Cobra,Venomous,train/Venomous_Snake/indian-cobra-or-spectacled-cobra-naja-naja-sri-lanka-hnb78b.jpg,Venomous_Snake,TRAIN,2,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.288889,0.999598,0.996905,0.999913,148,140,0.945946,CONFIRMED_NEAR_DUPLICATE,pHash=2; dHash=0; aHash=0; aspect_delta=0.2889; pixel_corr=0.9996; SSIM=0.9969; hist_corr=0.9999; ORB_good=148; ORB_inliers=140; ORB_inlier_ratio=0.9459,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Spectacled Cobra/indian-cobra-or-spectacled-cobra-naja-naja-sri-lanka-hnb78w.jpg,Spectacled Cobra,Venomous,train/Venomous_Snake/indian-cobra-or-spectacled-cobra-naja-naja-sri-lanka-hnb78w.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.357407,0.999748,0.997721,0.999225,61,53,0.868852,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3574; pixel_corr=0.9997; SSIM=0.9977; hist_corr=0.9992; ORB_good=61; ORB_inliers=53; ORB_inlier_ratio=0.8689,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Spectacled Cobra/indian-cobra-or-spectacled-cobra-naja-naja-sri-lanka-hnb799.jpg,Spectacled Cobra,Venomous,train/Venomous_Snake/indian-cobra-or-spectacled-cobra-naja-naja-sri-lanka-hnb799.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.301563,0.999612,0.997411,0.999422,123,114,0.926829,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3016; pixel_corr=0.9996; SSIM=0.9974; hist_corr=0.9994; ORB_good=123; ORB_inliers=114; ORB_inlier_ratio=0.9268,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Spectacled Cobra/indian-cobra-or-spectacled-cobra-naja-naja-sri-lanka-hnb79m.jpg,Spectacled Cobra,Venomous,train/Venomous_Snake/indian-cobra-or-spectacled-cobra-naja-naja-sri-lanka-hnb79m.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.301563,0.999602,0.996083,0.999305,76,67,0.881579,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3016; pixel_corr=0.9996; SSIM=0.9961; hist_corr=0.9993; ORB_good=76; ORB_inliers=67; ORB_inlier_ratio=0.8816,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Spectacled Cobra/indian-cobra-or-spectacled-cobra-naja-naja-sri-lanka-hnb79y.jpg,Spectacled Cobra,Venomous,train/Venomous_Snake/indian-cobra-or-spectacled-cobra-naja-naja-sri-lanka-hnb79y.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.301563,0.9997,0.996579,0.999687,76,64,0.842105,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3016; pixel_corr=0.9997; SSIM=0.9966; hist_corr=0.9997; ORB_good=76; ORB_inliers=64; ORB_inlier_ratio=0.8421,HIGH_CONFIDENCE_NEAR_DUPLICATE
Venomous/Spectacled Cobra/Indian-Cobra-Photo.jpg,Spectacled Cobra,Venomous,train/Venomous_Snake/Indian-Cobra-Photo.jpg,Venomous_Snake,TRAIN,0,0,HIGH_CONFIDENCE_NEAR_DUPLICATE,0,0.333984,0.999707,0.997196,0.99915,89,84,0.94382,CONFIRMED_NEAR_DUPLICATE,pHash=0; dHash=0; aHash=0; aspect_delta=0.3340; pixel_corr=0.9997; SSIM=0.9972; hist_corr=0.9991; ORB_good=89; ORB_inliers=84; ORB_inlier_ratio=0.9438,HIGH_CONFIDENCE_NEAR_DUPLICATE
