relative_path,filename,extension,parent_label,species_label,intended_model_class,width,height,channels_or_mode,file_size_bytes,sha256,perceptual_hash,dhash,readable,exact_duplicate_group,near_duplicate_group,source_group_id,existing_dataset_match,existing_split_match,label_conflict,provenance_status,audit_status,review_reason,image_format,aspect_ratio,integrity_error,truncated_warning
Venomous/Saw-scaled Viper/arabic-saw-scaled-viper-palestine-saw-scaled-viper-echis-coloratus-EBN3ET.jpg,arabic-saw-scaled-viper-palestine-saw-scaled-viper-echis-coloratus-EBN3ET.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,1300,937,RGB,128108,0610798bb1debf8faea6190e059d428208bead91e69b91e6504a7b3a4ee8969b,83e15c9f639d48b1,54dcdfdfcdfd7c68,True,,,,True,TEST,False,NOT VERIFIED,LEAKAGE_RISK,near-duplicate candidate matching existing TEST image (HIGH_CONFIDENCE_NEAR_DUPLICATE),JPEG,1.387407,,False
Venomous/Saw-scaled Viper/arabic-saw-scaled-viper-palestine-saw-scaled-viper-echis-coloratus-EBN3EW.jpg,arabic-saw-scaled-viper-palestine-saw-scaled-viper-echis-coloratus-EBN3EW.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,1300,943,RGB,132753,9fa538b0b7200dcd7ee171f92239c1420b5a984ad317a5f00532118d52ff3506,8c893f34d4637b0e,b673f3a1a4264f4d,True,,,,True,TEST,False,NOT VERIFIED,LEAKAGE_RISK,near-duplicate candidate matching existing TEST image (HIGH_CONFIDENCE_NEAR_DUPLICATE),JPEG,1.378579,,False
Venomous/Saw-scaled Viper/b447c6b7f0714cb8487330d3487a86c1--colorful-snakes-the-saw.jpg,b447c6b7f0714cb8487330d3487a86c1--colorful-snakes-the-saw.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,425,282,RGB,95842,d248c4addc6ebb8c01e6600bcab4e81575e384f1285584379feeb7334a726bd2,e892c01ed57f9649,8d999b1b13259383,True,,,,True,TEST,False,NOT VERIFIED,LEAKAGE_RISK,near-duplicate candidate matching existing TEST image (HIGH_CONFIDENCE_NEAR_DUPLICATE),JPEG,1.507092,,False
Venomous/Saw-scaled Viper/bigfour-venomics-blog-7.jpg,bigfour-venomics-blog-7.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,638,424,RGB,131725,6426bf42788181e050054fbcb462b48b0de6324da8d593fadb23643deedc1980,bed2e1dc87e28832,922aa9456e321f13,True,,,,True,TEST,False,NOT VERIFIED,LEAKAGE_RISK,near-duplicate candidate matching existing TEST image (HIGH_CONFIDENCE_NEAR_DUPLICATE),JPEG,1.504717,,False
Venomous/Saw-scaled Viper/ca58c07171fe7897f737fb00ac7ed33e.jpg,ca58c07171fe7897f737fb00ac7ed33e.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,500,306,RGB,97634,01d2a5a737d0fe24c23011fd34d1733f8f1edc8da0369b802f9fd0abc4fca906,bf6ad033233a7612,ebb327575f5c7874,True,,,,True,TEST,False,NOT VERIFIED,LEAKAGE_RISK,near-duplicate candidate matching existing TEST image (HIGH_CONFIDENCE_NEAR_DUPLICATE),JPEG,1.633987,,False
Venomous/Saw-scaled Viper/carpet_viper_2.jpg,carpet_viper_2.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,488,306,RGB,91431,9ad2bc95338f5fd39967a31ab47ea5bd77227fe1b6944f19fe98ece90108788e,bf64d0196b6c99c1,19e00e275b38a4c9,True,,,,True,TEST,False,NOT VERIFIED,LEAKAGE_RISK,near-duplicate candidate matching existing TEST image (HIGH_CONFIDENCE_NEAR_DUPLICATE),JPEG,1.594771,,False
Venomous/Saw-scaled Viper/ce2f4d7322c5e71302a9ce29bf3b74f5.jpg,ce2f4d7322c5e71302a9ce29bf3b74f5.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,220,165,RGB,15594,4a648c2d2e6be52a251c9642d9894d25b692af0a1c7a4d6943dfaf9dac583643,e97b6102bdf0a1a5,0f03133f67d18082,True,,,,True,TEST,False,NOT VERIFIED,LEAKAGE_RISK,near-duplicate candidate matching existing TEST image (HIGH_CONFIDENCE_NEAR_DUPLICATE),JPEG,1.333333,,False
Venomous/Saw-scaled Viper/Close-up-of-Palestine-saw-scaled-viper.jpg,Close-up-of-Palestine-saw-scaled-viper.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,650,430,RGB,102777,a2de01bf0ec4f61f255712f1c4177a67f9a12507d44009237767edcf4a50c108,a591662c9dc7a6b4,ce9aaaf233a3c6e6,True,,,,True,TEST,False,NOT VERIFIED,LEAKAGE_RISK,near-duplicate candidate matching existing TEST image (HIGH_CONFIDENCE_NEAR_DUPLICATE),JPEG,1.511628,,False
Venomous/Saw-scaled Viper/coiled-sind-saw-scaled-viper.jpg,coiled-sind-saw-scaled-viper.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,200,145,RGB,7939,055c016e08880aa7f2d10f68d8807303f303b2fa009322e5e842d9540b5a5efd,80777364c8f31e1d,8a8e79f0f4e6ddd1,True,,,,True,TEST,False,NOT VERIFIED,LEAKAGE_RISK,near-duplicate candidate matching existing TEST image (HIGH_CONFIDENCE_NEAR_DUPLICATE),JPEG,1.37931,,False
Venomous/Saw-scaled Viper/CY025J-1.jpg,CY025J-1.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,2048,1360,RGB,290213,69853efd59e6b0aa387707aee0bca1907d3dfdd3c71ffa0aab598ce5ec44a4f8,9f1c1c26c98b769c,3d3a3a6b494d6d70,True,,,,True,TEST,False,NOT VERIFIED,LEAKAGE_RISK,near-duplicate candidate matching existing TEST image (HIGH_CONFIDENCE_NEAR_DUPLICATE),JPEG,1.505882,,False
Venomous/Saw-scaled Viper/deadliest-world-Echis_carinatus.jpg,deadliest-world-Echis_carinatus.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,640,480,RGB,47722,bd7537ebe341d5030db10dde35031593c3dc427a242b9ca67032dd30b8da48af,ec74c19332c90f2f,0f0623232f2393a2,True,,,,True,TEST,False,NOT VERIFIED,LEAKAGE_RISK,near-duplicate candidate matching existing TEST image (HIGH_CONFIDENCE_NEAR_DUPLICATE),JPEG,1.333333,,False
Venomous/Saw-scaled Viper/Deinagkistrodon-acutus-coiled-up.jpg,Deinagkistrodon-acutus-coiled-up.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,650,435,RGB,103475,ee5cc18c8fc2fc44b264d6dc1ef99931f3ba08f62286c2c9d2830f8cef67e918,cb9faa41250535f6,7b69645696d1e923,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.494253,,False
Venomous/Saw-scaled Viper/Desktop14 copy.jpg,Desktop14 copy.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,640,360,RGB,83399,fa05dc941ec7f1e9ca1fda51fde79b3ee3889bfe8870083c5a21db6cb332d134,dd2120dfa7c80a5f,9686ea2a6b333321,True,,,,True,VALIDATION,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing VALIDATION image,JPEG,1.777778,,False
Venomous/Saw-scaled Viper/DSC00767.jpg,DSC00767.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,1024,685,RGB,135188,fab6c40fa18cea8b27fc60a0060e488733f48e74f7b4faae5d9e6339bd4f1d5a,8b7459bb8e22ec43,785465e96b7bfb7b,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.494891,,False
Venomous/Saw-scaled Viper/dsc_5371_720.jpg,dsc_5371_720.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,720,480,RGB,177365,a0cbd4068161bf83e3794deb5e6f8ddf271443fe008155eba707b5909fa5b71e,b4040f3739e5b2f8,76b694961d0c4732,True,,,,True,TEST,False,NOT VERIFIED,LEAKAGE_RISK,near-duplicate candidate matching existing TEST image (HIGH_CONFIDENCE_NEAR_DUPLICATE),JPEG,1.5,,False
Venomous/Saw-scaled Viper/eade0eaff607199224e4384a528cd8cc--viper-snakes.jpg,eade0eaff607199224e4384a528cd8cc--viper-snakes.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,236,168,RGB,14503,1e23316fbe03b7b9cd5c601c5700ed4fd00bb2934447d2b726466fd7a2617324,e199ce328da71aa6,9110f1d6d70f07c3,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.404762,,False
Venomous/Saw-scaled Viper/Echis carinatus sinhaleyus_001.jpg,Echis carinatus sinhaleyus_001.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,500,324,RGB,52356,fa1788cd42183746bd98baa9a0f041524ad7a2ac970eaf476f402a44500d95a8,f228df66c8f0a28d,155d9595a74c0c30,True,,,,True,TEST,False,NOT VERIFIED,LEAKAGE_RISK,near-duplicate candidate matching existing TEST image (HIGH_CONFIDENCE_NEAR_DUPLICATE),JPEG,1.54321,,False
Venomous/Saw-scaled Viper/echis-carinata-saw-scaled-viper-non-venomous-photographed-in-pune-h9erx8_001.jpg,echis-carinata-saw-scaled-viper-non-venomous-photographed-in-pune-h9erx8_001.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,640,451,RGB,89637,b35b5118b9839ce1ed8c82a85214394bd3707be0922100c0aaf911ca65ed49be,e14efe75a218a50e,0771f09392969347,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.419069,,False
Venomous/Saw-scaled Viper/Echis-carinatus-03000022332_01.jpg,Echis-carinatus-03000022332_01.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,560,373,RGB,60282,3a159c1cca3c429ac39874240df2b7201275ce390ab15efa31c4d39c72dc4e38,b19b832c4772c93b,4e58181aa6b68ccc,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.50134,,False
Venomous/Saw-scaled Viper/Echis-carinatus-03000025920_01.jpg,Echis-carinatus-03000025920_01.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,560,373,RGB,42415,11ebd982ecf59b6bce0383da31725cab97f9205b50e579bbd773a9f9b8e088b4,e435716c9479eb06,0e2e5464e4758394,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.50134,,False
Venomous/Saw-scaled Viper/Echis-carinatus-03000032248_01.jpg,Echis-carinatus-03000032248_01.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,560,478,RGB,68787,430431ac007d469c03759c399b44497ae8dd7465463af860951a22795b49da19,911e533d7c632c63,b8b8c8a89ad6dac8,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.171548,,False
Venomous/Saw-scaled Viper/Echis-carinatus-03000032251_01.jpg,Echis-carinatus-03000032251_01.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,560,376,RGB,43787,cd299165d916baeb7ec2ad7a36b685a7ea38b6fa7b8618e4bec89ed490310be3,816814b74b9a7ba7,ee92b3bbcacaecfa,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.489362,,False
Venomous/Saw-scaled Viper/echis-carinatus-saw-scaled-viper-commonly-called-venomous-species-found-parts-middle-east-central-64401743.jpg,echis-carinatus-saw-scaled-viper-commonly-called-venomous-species-found-parts-middle-east-central-64401743.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,1300,951,RGB,219713,ec6c0292427345416df9194b772ca23774f6d4a43cbe76fc852a89f6018c3c40,854fe7649a60da35,e0f07038b8acd6db,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.366982,,False
Venomous/Saw-scaled Viper/echis-carinatus-saw-scaled-viper-commonly-called-venomous-species-found-parts-middle-east-central-64402010.jpg,echis-carinatus-saw-scaled-viper-commonly-called-venomous-species-found-parts-middle-east-central-64402010.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,1300,951,RGB,292993,8ff3be073a829cddd0bedbd9909054b5a241fb2cefe6c45f7d2c2b7b8a5557bf,a7319a469b79cc58,4c4e1e1ecc648ff1,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.366982,,False
Venomous/Saw-scaled Viper/echis-carinatus-saw-scaled-viper-commonly-called-venomous-species-found-parts-middle-east-central-64402010_001.jpg,echis-carinatus-saw-scaled-viper-commonly-called-venomous-species-found-parts-middle-east-central-64402010_001.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,242,160,RGB,22400,30d331d243673a3c24b3d50a53664248cd00cdd53cc6f8189aec1832b4b77723,b6319ec6d96dc830,6c4c1e1ece44259b,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.5125,,False
Venomous/Saw-scaled Viper/echis-coloratus-painted-saw-scaled-viper-BN1NXB.jpg,echis-coloratus-painted-saw-scaled-viper-BN1NXB.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,1300,953,RGB,240485,2e667f3c0d2005f4e0eac2c51ff23e15b743f7c765ba13770de4b8e3c1414a63,b7b5529445c95794,9c0c6f53160df70b,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.364113,,False
Venomous/Saw-scaled Viper/echis-coloratus-saw-scaled-viper-bcpdaa.jpg,echis-coloratus-saw-scaled-viper-bcpdaa.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,450,320,RGB,42315,525fd6c729ad230e788760b09653f9823a1382cc83e1d6bb98a1668c42abe592,b67cf012e2239b1b,8d36764ddddd8c4e,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.40625,,False
Venomous/Saw-scaled Viper/echis-coloratus-saw-scaled-viper-bddyte.jpg,echis-coloratus-saw-scaled-viper-bddyte.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,450,319,RGB,35922,f1f6396531aec0fb0b2d1a8613fb733b922b9c463ce1d716a718e0d58f99ee8d,e7123f6c8033c61f,0628e8d8c1460e56,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.410658,,False
Venomous/Saw-scaled Viper/echis-coloratus.jpg,echis-coloratus.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,537,414,RGB,103249,0c3e90a26a139098c69fd68d4c7e9f60807706824714902db5312078bef4783d,a9e8ef6e46ec6820,27bb93b0d9674e5a,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.297101,,False
Venomous/Saw-scaled Viper/Echis_carinatus(Saw_Scaled_Viper)_Phansad.jpg,Echis_carinatus(Saw_Scaled_Viper)_Phansad.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,2922,1908,RGB,4728399,14c2f40b49b1287d2316b4134dc9050212641352d2d70889c137fd179aeff27f,86d9b5ac9d141ae5,b6dbe9e276a5e645,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.531447,,False
Venomous/Saw-scaled Viper/Echis_carinatus5.jpg,Echis_carinatus5.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,200,134,RGB,14934,a9166cf341749291795eeea43b6606febad3efa8d9bec568ae445e70ceda2a6c,e2099d56d93936d8,52630d95d54dad04,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.492537,,False
Venomous/Saw-scaled Viper/Echis_carinatus_Genève_24102014_3-1024x681.jpg,Echis_carinatus_Genève_24102014_3-1024x681.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,1024,681,RGB,151773,8ed6d4226c388e0cbf53f994ff84a014df0ebb8551b568753a6a30fa3dacc124,c4de3f25d81a2743,3422a8b086c61b89,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.503671,,False
Venomous/Saw-scaled Viper/Echis_carinatus_head_sal.jpg,Echis_carinatus_head_sal.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,640,402,RGB,146180,f975e23c1b96b92543efbfe80dad51ad1940c3dd0950538ee53266a0a121930e,adf1c71ca03cab86,8e0a0f17273b27c7,True,,,,True,TEST,False,NOT VERIFIED,LEAKAGE_RISK,near-duplicate candidate matching existing TEST image (HIGH_CONFIDENCE_NEAR_DUPLICATE),JPEG,1.59204,,False
Venomous/Saw-scaled Viper/Echis_carinatus_sm.jpg,Echis_carinatus_sm.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,876,605,RGB,154272,b254d2646663c782f6365dca83e69f0623368b0dc0292204c43e60184b788fc4,a759dc97c8e3e202,b232c5ca6e4e4e23,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.447934,,False
Venomous/Saw-scaled Viper/Echis_coloratus-2.jpg,Echis_coloratus-2.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,900,600,RGB,206300,2ff5f757ef81a728f4c2361f5417c2f6cd822b024eec888f145a7e8d9d4dc028,fa7e011bce80d8d6,710b0b23311bdb23,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.5,,False
Venomous/Saw-scaled Viper/Echis_coloratus.jpg,Echis_coloratus.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,900,600,RGB,153994,ef41adf3026a78e3d0600965d8380724b19acf764baa7f7a75134fae74e523b3,ba24a5798ed2354e,0f8fcc69711a4967,True,,,,True,VALIDATION,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing VALIDATION image,JPEG,1.5,,False
"Venomous/Saw-scaled Viper/flat,1000x1000,075,f.u4.jpg","flat,1000x1000,075,f.u4.jpg",.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,1000,594,RGB,228596,25eccd42f7f99f4bcd062c987cd9fdc06dbfcc05633910c4a671c1d13069a44d,d8e03f8e62d84e27,61991299e870380a,True,,,,True,VALIDATION,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing VALIDATION image,JPEG,1.683502,,False
Venomous/Saw-scaled Viper/Head-of-Sind-saw-scaled-viper.jpg,Head-of-Sind-saw-scaled-viper.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,650,435,RGB,64340,8e1b8b5dc1a801c21832dd1367d66a91277bdf1ec91209eed47eb7ac56d14327,b948c632e1dde3c4,9930721a1b0d2efb,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.494253,,False
Venomous/Saw-scaled Viper/hqdefault.jpg,hqdefault.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,480,360,RGB,19982,fe6d554dc8f0fce12000887d055a9a4de20c2606771d85de4b3c6342a2384c9a,8b6b74901b9f4ec4,18cb6069f1f8dcc4,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.333333,,False
Venomous/Saw-scaled Viper/hqdefault_003.jpg,hqdefault_003.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,480,360,RGB,19602,c4475b854da2831559356cda177a89e93e5f82f933ab7f459d08118fc4dd387a,f3736e0599c9894c,030f0f19198e4e03,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.333333,,False
Venomous/Saw-scaled Viper/hqdefault_004.jpg,hqdefault_004.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,480,360,RGB,12135,41f5075363fd062a7267ba1846bea8a0ffa0e613e41ce730a3199f0687325282,b6c4c93f66601bc3,c0f08c060c38b0f0,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.333333,,False
Venomous/Saw-scaled Viper/hqdefault_007.jpg,hqdefault_007.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,480,360,RGB,42461,a5a995f47c4819d06760d9f04f79accc2a0497681a9ad6bd053378cc579f8f7b,c01b3f0e9a954f72,e8909094a8e68e8a,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.333333,,False
Venomous/Saw-scaled Viper/hqdefault_008.jpg,hqdefault_008.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,480,360,RGB,20343,7859a374981c980707acb5bf006aafd14da10336c15f9e7b8bc6965efd807c2a,f5f6c2491ce431b2,f0c88cb63292f2f8,True,,,,True,VALIDATION,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing VALIDATION image,JPEG,1.333333,,False
Venomous/Saw-scaled Viper/hqdefault_009.jpg,hqdefault_009.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,480,360,RGB,29506,8c0609086276b6b460e7ba5d77422ce2cf207ba2cb6de6245ea9a5dd0cdbabb4,e1b39c4321fdc20f,c8ec4d96df8832b4,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.333333,,False
Venomous/Saw-scaled Viper/ht_saw_scaled_viper_heart_attack_treatment_lpl_130221_wmain.jpg,ht_saw_scaled_viper_heart_attack_treatment_lpl_130221_wmain.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,640,360,RGB,98089,6ad8e486794aa940659188b0f311f5a58cc6805cf44fb3c7285294cc74bd6f66,f6abc1ae34d50a32,1e3335242c64d494,True,,,,True,VALIDATION,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing VALIDATION image,JPEG,1.777778,,False
Venomous/Saw-scaled Viper/image354.jpg,image354.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,350,237,RGB,15287,556344fdbfab5f837af45eef94055fe31e73883775dc8f3c11d9e897f74810e5,f3e0851f949a589e,e68b91556419d9f0,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.476793,,False
Venomous/Saw-scaled Viper/img_2505.jpg,img_2505.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,2431,1824,RGB,2778284,f14ad0f3074c8ad9c06a9c29a17de829d09badf11cfb215e4a2db29535d5056f,d8f4095faf4a146a,2828ac021e3081d3,True,,,,True,VALIDATION,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing VALIDATION image,JPEG,1.332785,,False
Venomous/Saw-scaled Viper/IMG_3806-2.jpg,IMG_3806-2.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,4170,2777,RGB,1438464,8c258459e6210cab5992c81c91b7bf46caf85b743ca73d2991f980857c82f90d,9ec129b6224f1737,d99ab1a1ec2c31ef,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.50162,,False
Venomous/Saw-scaled Viper/IMG_3808-2.jpg,IMG_3808-2.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,1834,1293,RGB,445735,70c63c031bde35f4032478156a036b144a0cd97647ef785e4073cb05ab42238a,8b8e7c3a83345ce3,647965fbd9358bd2,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.418407,,False
Venomous/Saw-scaled Viper/IMG_4386-2.jpg,IMG_4386-2.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,3267,2265,RGB,1688886,83ea1a4f9ec9d76f6342af190a5eefb778677eef86d34c87d47bc5dcab13d0b4,f09e61ccc35dc631,808814180c2892cc,True,EXACT0001,,,True,TRAIN,True,NOT VERIFIED,DUPLICATE_REVIEW,exact duplicate within new dataset,JPEG,1.442384,,False
Venomous/Saw-scaled Viper/IMG_4588.jpg,IMG_4588.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,3456,2304,RGB,3705930,219a184f7d9356710c6ad873f8c073f4c74920f11dfd6df2c3ac6fbc3478e021,87569853e5603b7a,387426ce4e5c97b2,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.5,,False
Venomous/Saw-scaled Viper/indian-saw-scaled-viper-echis-carinatus-hpwf67.jpg,indian-saw-scaled-viper-echis-carinatus-hpwf67.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,640,447,RGB,47694,3eabab2380e16b65fe86afe8d40dd6ac7a7224b6e2fe451344f07eeea6740f89,a535b650dc16768b,16de4f371394cc37,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.431767,,False
Venomous/Saw-scaled Viper/indian-saw-scaled-viper-echis-carinatus-HPWF67_001.jpg,indian-saw-scaled-viper-echis-carinatus-HPWF67_001.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,1300,956,RGB,134926,f11fc21807505f58a620f3e4e0a4c7ec95a946d659eff6007bf79bc823de631e,a1b536d05c9e768a,16cf4f33938c6d23,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.359833,,False
Venomous/Saw-scaled Viper/indian-saw-scaled-viper-echis-carinatus-HPWF6H.jpg,indian-saw-scaled-viper-echis-carinatus-HPWF6H.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,1300,956,RGB,174559,db1c483cfc316b0bf640af5e318087ed21378a6e7c36440f40aaad5e32564a31,cb94c8c81fc33799,e0844c4c5943d109,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.359833,,False
Venomous/Saw-scaled Viper/large.jpg,large.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,350,260,RGB,39642,ad12782bbc05a1dbce30014d138187ab82aca428f20c348d40f9c70bdad521e5,bfccc11983b89f30,9a2624277e3a9b4a,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.346154,,False
Venomous/Saw-scaled Viper/maxresdefault_001.jpg,maxresdefault_001.jpg,.jpg,Venomous,Saw-scaled Viper,Venomous_Snake,1920,1080,RGB,242743,f028fb6ab02fe600e4f379bfe410f057873fc399771e4812d3b4ddb54e3d99a5,fd06ddd1e10616d8,80222cc69b993232,True,,,,True,TRAIN,False,NOT VERIFIED,DUPLICATE_REVIEW,near-duplicate candidate matching existing TRAIN image,JPEG,1.777778,,False
